x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.7276401519775391,0.8630965352058411,2.72453291927377e-07,0.6693506240844727,0.8093106746673584,-0.022712577134370804,0.630357563495636,0.7301167249679565,-0.032245755195617676,0.6126958727836609,0.6563429832458496,-0.041090793907642365,0.603047788143158,0.5915288925170898,-0.04820692539215088,0.676819920539856,0.6176201701164246,-0.0027521438896656036,0.6638222932815552,0.5253971815109253,-0.020726796239614487,0.6556076407432556,0.4705139398574829,-0.038311682641506195,0.6507152318954468,0.4207722842693329,-0.05122800171375275,0.7144377827644348,0.6100082397460938,-0.006363901775330305,0.7071372866630554,0.50827956199646,-0.019517259672284126,0.7036232948303223,0.4430542290210724,-0.03400575742125511,0.7004445791244507,0.3856930136680603,-0.044928934425115585,0.7499216198921204,0.6231052279472351,-0.015072989277541637,0.7493730783462524,0.5331366658210754,-0.02845602296292782,0.749077558517456,0.47820955514907837,-0.03669994696974754,0.745771586894989,0.42883050441741943,-0.042875953018665314,0.7860302329063416,0.6523014903068542,-0.02707402966916561,0.7920708656311035,0.5837619304656982,-0.037874042987823486,0.7928627729415894,0.539972186088562,-0.040476392954587936,0.7913540005683899,0.49904438853263855,-0.04212670028209686,hello
0.724546492099762,0.8587683439254761,2.784361186058959e-07,0.6671914458274841,0.8023868799209595,-0.021054012700915337,0.6299390196800232,0.7227005958557129,-0.029332904145121574,0.6130938529968262,0.650710940361023,-0.037360042333602905,0.603244960308075,0.5878528952598572,-0.04402259737253189,0.6766126751899719,0.6139371991157532,-0.00031555735040456057,0.6637089252471924,0.5226686596870422,-0.017469724640250206,0.655829906463623,0.4677833318710327,-0.03456519544124603,0.6514071822166443,0.4179072976112366,-0.047288551926612854,0.7140499949455261,0.6073814034461975,-0.004637270234525204,0.7077875733375549,0.5062916874885559,-0.01735577918589115,0.7047427296638489,0.44234219193458557,-0.031742632389068604,0.7019296884536743,0.38647666573524475,-0.042603254318237305,0.749254584312439,0.6208046078681946,-0.01398862898349762,0.7494319081306458,0.5304187536239624,-0.02751028537750244,0.7494093179702759,0.4747377634048462,-0.03603724017739296,0.7467418313026428,0.4249592423439026,-0.042370837181806564,0.7843031883239746,0.6500101685523987,-0.026454973965883255,0.7901743650436401,0.5813435316085815,-0.03747811168432236,0.7916719317436218,0.5373666286468506,-0.0401533842086792,0.7910802960395813,0.49642884731292725,-0.04192540422081947,hello
0.728064239025116,0.8563583493232727,2.8522396178232157e-07,0.669040858745575,0.8032023906707764,-0.02197352610528469,0.629653811454773,0.723657488822937,-0.030973337590694427,0.6124158501625061,0.6504590511322021,-0.039291586726903915,0.6021926999092102,0.5874135494232178,-0.04604194313287735,0.6749123930931091,0.6130834817886353,-0.003166904440149665,0.6617321968078613,0.5200270414352417,-0.020673170685768127,0.6542032957077026,0.46482616662979126,-0.03766462951898575,0.6498546004295349,0.41523128747940063,-0.05005235597491264,0.712890625,0.6059718132019043,-0.006825985852628946,0.7058171033859253,0.5031033754348755,-0.019497400149703026,0.7029868364334106,0.4380553066730499,-0.033516380935907364,0.7005646824836731,0.38173142075538635,-0.04403256997466087,0.7487376928329468,0.6190810799598694,-0.015383603982627392,0.7479391694068909,0.5280804634094238,-0.028280528262257576,0.7476276755332947,0.472042977809906,-0.03650446981191635,0.7449326515197754,0.42234212160110474,-0.042674243450164795,0.7848743200302124,0.6480059623718262,-0.027076657861471176,0.7898690700531006,0.5791319608688354,-0.037502992898225784,0.7907485961914062,0.5350945591926575,-0.039857834577560425,0.7901228070259094,0.49424678087234497,-0.04132403805851936,hello
0.7266882061958313,0.8577886819839478,2.9844372306797595e-07,0.6684755086898804,0.804110586643219,-0.023742130026221275,0.6291049122810364,0.7265207767486572,-0.034129638224840164,0.6114721894264221,0.6538729071617126,-0.04359566792845726,0.6020687818527222,0.5893053412437439,-0.051284343004226685,0.675517201423645,0.6135876178741455,-0.0043981424532830715,0.6628091931343079,0.5216060876846313,-0.022934341803193092,0.6546752452850342,0.4670865535736084,-0.040811289101839066,0.6499544382095337,0.4179338812828064,-0.05374252796173096,0.7134421467781067,0.6068098545074463,-0.007635990623384714,0.7066112756729126,0.5043686628341675,-0.020809676498174667,0.7031925320625305,0.43926340341567993,-0.03491839021444321,0.7003608345985413,0.3830091059207916,-0.04547926411032677,0.7493023872375488,0.6207400560379028,-0.016030991449952126,0.7483792901039124,0.5294029116630554,-0.02927449531853199,0.7485902309417725,0.47500473260879517,-0.03632659837603569,0.746821939945221,0.42702752351760864,-0.04155956953763962,0.7856698036193848,0.6505296230316162,-0.02783980965614319,0.7905653119087219,0.5809177160263062,-0.038293447345495224,0.7915836572647095,0.5366397500038147,-0.039842281490564346,0.7912484407424927,0.49550437927246094,-0.040626294910907745,hello
0.7259882688522339,0.8553813099861145,2.894129522701405e-07,0.6672379374504089,0.8015291094779968,-0.021731579676270485,0.6279220581054688,0.7221848368644714,-0.030492231249809265,0.6108708381652832,0.6497799158096313,-0.03879406675696373,0.6018233895301819,0.5869026780128479,-0.04563862085342407,0.6743935942649841,0.6117635369300842,-0.001878906274214387,0.6615451574325562,0.5206668972969055,-0.019337309524416924,0.6534801125526428,0.4659658670425415,-0.036629706621170044,0.6489230990409851,0.4163621664047241,-0.049358997493982315,0.7123476266860962,0.6047152280807495,-0.005953967571258545,0.7054054141044617,0.5028491616249084,-0.018777182325720787,0.7020090818405151,0.43672361969947815,-0.03331057354807854,0.6994176506996155,0.3786582946777344,-0.04431469365954399,0.7481773495674133,0.6178613305091858,-0.015003561042249203,0.7473067045211792,0.5277197957038879,-0.028245901688933372,0.7467071413993835,0.4726228713989258,-0.03647541627287865,0.7440694570541382,0.4235920310020447,-0.042636677622795105,0.7842639684677124,0.6468555331230164,-0.02723955735564232,0.7899287939071655,0.5783775448799133,-0.03773614764213562,0.7912224531173706,0.5348466634750366,-0.039900850504636765,0.7909460663795471,0.4944641590118408,-0.04129340872168541,hello
0.7246385812759399,0.8534380197525024,2.913852767960634e-07,0.6666138768196106,0.8000255823135376,-0.022216910496354103,0.6281707882881165,0.7218536734580994,-0.031785618513822556,0.611697256565094,0.6491353511810303,-0.04075057804584503,0.6018766164779663,0.5857118964195251,-0.04823756217956543,0.6745157837867737,0.6107433438301086,-0.0038435570895671844,0.6616874933242798,0.5190227031707764,-0.02207384817302227,0.6534984707832336,0.4640224575996399,-0.03973769769072533,0.6488574147224426,0.414114773273468,-0.0526607520878315,0.7120292782783508,0.603499174118042,-0.007859164848923683,0.704739511013031,0.5005666613578796,-0.021452562883496284,0.7013036012649536,0.434427946805954,-0.03625994920730591,0.6984549164772034,0.37689509987831116,-0.04735078290104866,0.7475113272666931,0.6166276335716248,-0.016779329627752304,0.7467840909957886,0.5260298848152161,-0.030586106702685356,0.7462770342826843,0.46997830271720886,-0.03926345333456993,0.743202269077301,0.4201817214488983,-0.04569944366812706,0.7835504412651062,0.6456373333930969,-0.02886531688272953,0.7896862030029297,0.5768563747406006,-0.03986847773194313,0.7906193733215332,0.5325716733932495,-0.04254654794931412,0.7893127202987671,0.4914935231208801,-0.044284701347351074,hello
0.7245983481407166,0.8561350107192993,2.8670504548244935e-07,0.6665855646133423,0.8033407330513,-0.022580893710255623,0.6274543404579163,0.724035382270813,-0.03231463208794594,0.6103441119194031,0.6508466601371765,-0.04134086146950722,0.601719856262207,0.586813747882843,-0.04875398054718971,0.6735357046127319,0.6120628118515015,-0.0035505439154803753,0.6616144180297852,0.5203482508659363,-0.021563280373811722,0.6541185975074768,0.46548616886138916,-0.03912050276994705,0.6502330303192139,0.41642749309539795,-0.05202135071158409,0.7114516496658325,0.6051232218742371,-0.007348401006311178,0.7050483822822571,0.5025312900543213,-0.02065671607851982,0.7020813822746277,0.43651461601257324,-0.035206906497478485,0.6996508240699768,0.3794228434562683,-0.046119119971990585,0.7472197413444519,0.6185091137886047,-0.01612715795636177,0.7466037273406982,0.5271045565605164,-0.029565896838903427,0.7468991875648499,0.47129642963409424,-0.037539079785346985,0.7448903918266296,0.4217727780342102,-0.04354608803987503,0.7834122180938721,0.6479270458221436,-0.028148595243692398,0.789256751537323,0.5790882110595703,-0.0388801284134388,0.7904452681541443,0.5346929430961609,-0.04111560806632042,0.7897511720657349,0.49367406964302063,-0.042520150542259216,hello
0.7245485782623291,0.8567420244216919,3.032446329598315e-07,0.6665526032447815,0.8025636076927185,-0.022627530619502068,0.6275180578231812,0.7236503958702087,-0.03246525302529335,0.6095276474952698,0.6510672569274902,-0.041641831398010254,0.5999494791030884,0.5872169733047485,-0.04911908507347107,0.6741798520088196,0.6125859618186951,-0.0032962739933282137,0.6623138785362244,0.5208879709243774,-0.021678324788808823,0.6547700762748718,0.465967059135437,-0.03958629071712494,0.6506611108779907,0.4165090024471283,-0.052489474415779114,0.711353063583374,0.6059699654579163,-0.006978039164096117,0.7041878700256348,0.502682626247406,-0.02037561871111393,0.7008621692657471,0.43558835983276367,-0.03486357629299164,0.6984280943870544,0.37730345129966736,-0.045576754957437515,0.7468048930168152,0.6198139190673828,-0.015672529116272926,0.7456851005554199,0.5287030935287476,-0.028976185247302055,0.7462080717086792,0.47296541929244995,-0.036617081612348557,0.7447111010551453,0.42380449175834656,-0.042183153331279755,0.7828590869903564,0.6496775150299072,-0.027661558240652084,0.788607656955719,0.5804945826530457,-0.03778478875756264,0.7900707721710205,0.5362150073051453,-0.03934630751609802,0.790050208568573,0.49528825283050537,-0.04017339274287224,hello
0.7230772376060486,0.8565396070480347,2.851834040029644e-07,0.6657389998435974,0.8029419183731079,-0.02214319258928299,0.627365231513977,0.7246298789978027,-0.03165183588862419,0.610378623008728,0.652023434638977,-0.04054064676165581,0.600101888179779,0.588598370552063,-0.04788929969072342,0.6735034584999084,0.6123695373535156,-0.0031946052331477404,0.6608466506004333,0.5207424163818359,-0.02085076831281185,0.6531134843826294,0.46596837043762207,-0.03811866417527199,0.6490610837936401,0.41668403148651123,-0.050831496715545654,0.7109986543655396,0.6055119037628174,-0.007218607701361179,0.704359769821167,0.5032987594604492,-0.020385555922985077,0.7015947699546814,0.4382273256778717,-0.03479108214378357,0.6995749473571777,0.3819120526313782,-0.04559531435370445,0.7463921308517456,0.618972659111023,-0.0161952693015337,0.7458477020263672,0.5283173322677612,-0.02966909483075142,0.7461151480674744,0.47301024198532104,-0.0378405898809433,0.744254469871521,0.4239712357521057,-0.043952085077762604,0.7822098135948181,0.6481786966323853,-0.028356466442346573,0.7881917357444763,0.5792902708053589,-0.038931284099817276,0.7897638082504272,0.5353237986564636,-0.041146159172058105,0.7895979881286621,0.494523823261261,-0.042598992586135864,hello
0.725188672542572,0.8555877804756165,2.9829882919329975e-07,0.6661100387573242,0.8028222322463989,-0.023156380280852318,0.6254980564117432,0.7253473997116089,-0.03291088715195656,0.608597457408905,0.6520927548408508,-0.04177884757518768,0.5996664762496948,0.5881611704826355,-0.04891336336731911,0.6707302331924438,0.6133310794830322,-0.003382690018042922,0.6584511995315552,0.5209363698959351,-0.020813949406147003,0.6509784460067749,0.4663427472114563,-0.03791265934705734,0.6468784213066101,0.41701167821884155,-0.050463613122701645,0.7089002132415771,0.6061710715293884,-0.006661379709839821,0.7022250890731812,0.5043739080429077,-0.01935756951570511,0.6997451782226562,0.43957504630088806,-0.03343044966459274,0.6980854272842407,0.3834461271762848,-0.04405166953802109,0.7447721362113953,0.619132936000824,-0.015041631646454334,0.7440363168716431,0.5295055508613586,-0.028056249022483826,0.7449594140052795,0.47390761971473694,-0.03600115329027176,0.7441111207008362,0.42455363273620605,-0.0420195646584034,0.7811949253082275,0.6473081707954407,-0.02670985832810402,0.7869448065757751,0.578956663608551,-0.03696780651807785,0.7889504432678223,0.5351911783218384,-0.03895244002342224,0.7898069024085999,0.4945547878742218,-0.04023725539445877,hello
